title,content,thumbnail,category,publish_date_str,author_username
"Hasil Liga Champions: Osimhen 2 Gol, Galatasaray Menang 3-1","Galatasaray menang 3-1 atas Bodo/Glimt dalam pertandingan ketiga babak grup Liga Champions di Stadion Rams Park, Rabu (22/10).
Tuan rumah Galatasaray mengambil alih permainan sejak menit pertama. Tekanan Galatasaray kepada Bodo/Glimt berujung pada kesalahan tim tamu.
Serangan balik Bodo/Glimpt pada menit kedua dipatahkan lini tengah Galtasaray. Sampai akhirnya Mario Lemina memberikan umpan terobosan kepada Victor Osimhen yang tanpa penjagaan di sisi kiri.
Dengan tembakan kaki kanan, Osimhen mengarahkan bola ke pojok kanan bawah gawang Bodo/Glimt yang dijaga Nikita Haikin. Galatasaray unggul 1-0 pada menit ketiga.
Klub raksasa Turki ini seperti tidak memberikan napas kepada Bodo/Glimt. Gelombang serangan dilancarkan tim asuhan Okan Buruk.
Tembakan kaki kanan Osimhen digagalkan Haikin pada menit ke-29. Osimhen mencetak gol kedua dalam pertandingan ini yang membuat Galatasaray unggul 2-0 pada menit ke-33.
Gol kedua Osimhen itu tidak terlepas dari blunder bek kiri Fredrik Andre Bjorkan. Bjorkan yang dalam posisi bebas menguasai bola salah melakukan operan.
Alih-alih melakukan back pass kepada kiper Nikita, bola yang dioper Bjorkan jadi assist bagi Osimhen. Tanpa kesulitan Osimhen menaklukan Nikita untuk kali kedua dengan tendangan kaki kiri.
Galatasaray menambah keunggulan jadi 3-0 pada menit ke-60 lewat sepakan Yunus Akgun. Gol Yunus itu tidak lepas dari peran Osimhen yang merebut bola.
Bola dari Osimhen itu digiring Yunus ke kotak penalti. Sepakan kaki kiri pertama Yunus bisa ditepis kiper Haikin. Tetapi bola rebound kembali disambar Yunus menjadi gol.
Bodo/Glimt bukan tanpa serangan. Klub asal Norwegia ini sesekali memberikan ancaman dengan serangan balik. Serangan itu baru membuahkan hasil bagi Bodo/Glimt pada menit ke-75 guna memperkecil ketinggalan jadi 1-3.
Gol balasan Bodo/Glimt tersebut bermula dari umpan silang Fredrik Bjorkan dari sisi kiri. Kali ini giliran kiper Ugurcan Cakir yang membuat kesalahan.
Cakir gagal mengantisipasi umpan silang Bjorkan yang tetap melambung di depan gawang Galatasaray. Dari belakang Andreas Helmersen menyundul bola masuk ke gawang. Assist tersebut menjadi penebus kesalahan Bjorkan untuk gol kedua Galatasaray.
Susunan Pemain Galatasaray vs Bodo/Glimt:
Galatasaray: Cakir; Sallai, Sanchez, Bardakcı, Jakobs; Torreira, Lemina; Sane, Akgun, Yilmaz; Osimhen.
Bodo/Glimt: Haikin; Sjovold, Bjortuft, Aleesami, Bjorkan; Evjen, Berg, Fet, Auklend, Hauge; Hogh.",https://akcdn.detik.net.id/visual/2025/10/23/soccer-champions-gs-bod-1761156069641_169.jpeg?w=650&q=90,sepakbola,"Kamis, 23 Okt 2025 01:41 WIB",CNN Indonesia
"Hasil French Open: Kalah Dramatis, Leo/Bagas Gagal ke 16 Besar","Leo Rolly Carnando/Bagas Maulana gagal ke 16 besar French Open 2025 usai kalah dramatis dari Aaron Chia/Soh Wooi Yik di Glaz Arena, Rabu (22/10).
Leo/Bagas kalah 15-21, 24-26 dalam 45 menit. Leo/Bagas sempat mencuri poin keunggulan lebih dulu pada awal gim pertama. Namun Aaron/Soh bisa membalikkan skor jadi unggul 4-2.
Leo/bagas tidak ciut nyali meski berhadapan dengan unggulan kedua di French Open itu. Tiga angka didapat guna mendekat dengan 6-8.
Aaron/Soh unggul 11-7 pada interval gim pertama. Leo/Bagas terlihat kesulitan mendekati poin lawan. Meski begitu, Leo/Bagas terus berupaya memberikan perlawanan sengit.
Usai interval perolehan poin Aaron/Soh tidak menemui kendala. Aaron/Soh meraih tiga poin beruntun untuk unggul 18-12. Ganda Malaysia itu unggul 21-15 pada gim pertama.
Leo/Bagas mencoba bangkit di gim kedua. Pada gim ini permainan terlihat seimbang. Sempat tertinggal 2-4, Leo/Bagas membalikkan skor jadi unggul 5-4.
Leo/Bagas tidak lagi memberikan kenyamanan bermain kepada Aaron/Soh pada gim kedua ini. Meski unggul 8-6, Aaron/Soh bisa terkejar Leo/Bagas yang membuat skor imbang 8-8, bahkan hingga 10-10.
Aaron/Soh unggul 11-10 pada interval gim kedua. Tetapi Leo/Bagas tidak lagi memberikan keunggulan jauh.
Setelah skor imbang 12-12, Aaron/Soh menjauh dengan 17-13, kemudian 18-13. Tetapi dengan perjuangan keras, Leo/Bagas menyamakan skor jadi 18-18.
Leo/Bagas bahkan meraih game point lebih dulu dengan unggul 20-18. Sayangnya Aaron/Soh bisa memaksa deuce, 20-20.
Leo/Bagas terus memberikan perlawanan sengit hingga 24-24. AKan tetapi, dua poin terakhir bisa didapat Aaron/Soh yang menang 26-24.
Kekalahan ini membuat Leo/Bagas gagal ke babak 16 besar French Open 2025.",https://akcdn.detik.net.id/visual/2025/04/12/leo-rolly-carnandobagas-maulana-1744470179814_169.jpeg?w=650&q=90,raket,"Kamis, 23 Okt 2025 00:58 WIB",CNN Indonesia
"Hasil French Open: Tampil Impresif, Rian/Rahmat ke 16 Besar","Muhammad Rian Ardianto/Rahmat Hidayat lolos ke babak 16 besar French Open 2025 usai mengalahkan Satwiksairaj Rankireddy/Chirag Shetty di Glaz Arena, Rabu (22/10).
Rian/Rahmat menang 21-18, 22-20 dalam 42 menit. Rian/Rahmat sempat tertinggal 0-3 dari Rankireddy/Shetty. Akan tetapi, lima poin beruntun yang didapat Rian/Rahmat membuat Indonesia membalikkan kedudukan jadi 5-3.
Keunggulan Rian/Rahmat bertahan hingga 8-4, karena setelah itu pasangan lawan bangkit dengan unggul 10-8 usai mendapatkan enam angka berturut-turut.
Duel berjalan ketat. Rankireddy/Shetty unggul 11-9 pada interval gim pertama. Rian/Rahmat mencoba mengejar dengan memperkecil ketinggalan jadi 10-11 sebelum menyamakan skor jadi 11-11.
Setelah interval, pasangan Indonesia ini kembali unggul dengan skor 14-12. Perlawanan sengit diberikan Rankireddy/Shetty yang berbalik unggul dengan skor 18-17.
Meski menjadi pasangan baru, Rian/Rahmat tidak menyerah. Empat angka diraih Rian/Rahmat guna menutup gim pertama dengan keunggulan 21-18.
Keunggulan pada gim pertama menambah motivasi Rian/Rahmat guna mencetak hasil serupa pada gim kedua. Rian/Rahmat unggul 3-1 pada awal gim kedua.
Rankireddy/Shetty menyamakan skor jadi 3-3. Tetapi Rian/Rahmat cepat bereaksi guna menjauh dengan skor 7-3.
Rian/Rahmat nyaris tidak tersentuh Rankireddy/Shetty pada gim kedua ini setelah unggul 11-6. AKkan tetapi Rankireddy/Shetty bangkit secara perlahan usai interval.
Pasangan India itu mendekat dengan 13-14. Lalu menyamakan kedudukan jadi 15-15.
Duel ketat terjadi pada poin-poin krusial. Kedua pasangan bergantian memimpin sampai akhirnya Rian/Rahmat memaksa pertandingan berlanjut dengan deuce usai imbang 20-20.
Poin kemenangan dicetak Rahmat, sehingga membuat Rian/Rahmat mengalahkan Rankireddy/Shetty 22-20 pada gim kedua. Kemenangan tersebut membuat Rian/Rahmat lolos ke babak 16 besar French Open 2025.",https://akcdn.detik.net.id/visual/2025/10/15/rian-ardianrahmat-hidayat-di-laga-babak-pertama-denmark-open-2025-1760529682579_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 23:40 WIB",CNN Indonesia
"Hasil French Open: Fajar/Fikri ke 16 Besar, Ganda China Retired","Fajar Alfian/Muhammad Shohibul Fikri lolos ke babak 16 besar French Open 2025 setelah Huang Di/Liu Yang memutuskan retired pada gim kedua di Glaz Arena, Rabu (22/10).
Dalam pertandingan itu Fajar/Fikri unggul pada gim pertama dengan skor 21-16. Akan tetapi saat jeda, Huang/Liu tiba-tiba meminta retired.
Sejauh ini belum ada kabar mengenai alasan pasangan China tersebut memilih mundur pada gim kedua.
Fajar/Fikri bermain agresif sejak awal laga. Setiap memiliki kesempatan, baik Fajar maupun Fikri kerap melepaskan smes keras guna mendapatkan poin.
Smes Fikri ke arah Huang membuat ganda Indonesia unggul 3-1. Meski begitu, penampilan Huang/Liu dalam laga ini tidak seperti kebanyakan ganda China yang juga menyerang dengan intesif.
Performa Huang/Liu terlihat lebih santai. Bahkan beberapa kali membuat eror yang memberikan keuntungan kepada Fajar/Fikri.
Fajar/Fikri unggul 11-7 pada interval gim pertama. Drop shot menyilang Fajar yang gagal dikejar Liu membuat Indonesia unggul 12-8.
Usai interval Huang/Liu coba memberikan pelawanan, namun lagi-lagi tidak bisa mengimbangi Fajar/Fikri. Kesalahan servis dari Huang membuat Fajar/Fikri menjauh dengan 17-14.
Terjadi reli pada akhir-akhir gim pertama. Reli itu dituntaskan Fikri dengan smes keras yang tidak bisa dikembalikan Huang. Indonesia unggul 21-16 pada gim pertama.
Saat jeda Huang menghampiri umpire guna berdiskusi, termasuk dengan tim medis. Kemudian memutuskan retired dari pertandingan.
Keputusan Huang/Liu retired pada gim kedua membuat Fajar/Fikri lolos ke babak 16 besar French Open 2025. Pada babak 16 besar nanti Fajar/Fikri melawan pasangan Denmark, Daniel Lundgaard/Mads Vestergaard.",https://akcdn.detik.net.id/visual/2025/10/18/fajar-alfianmuhammad-shohibul-fikri-1760746299433_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 23:18 WIB",CNN Indonesia
Pujian Simeone untuk Arsenal yang Ganas,"Pelatih Atletico Madrid, Diego Simeone memberikan pujian kepada Arsenal yang mengalahkan anak asuhnya 4-0 dalam laga lanjutan Liga Champions di Stadion Emirates, London, Rabu (22/10) dini hari WIB.
Dilansir dari Metro, Simeone bilang bahwa Arsenal adalah 'tim terbaik' yang sejauh ini dihadapi Julian Alvarez dan kawan-kawan. Sebelumnya, Los Rojiblancos sudah bertemu dengan Liverpool dan rival sekota, Real Madrid di pentas domestik.""Ya, saya bisa katakan tim terbaik yang kami hadapi musim ini. Mereka bertarung begitu baik, para pemain mereka berlari dan berlari, serta mereka punya kualitas di seluruh lapangan,"" ujar Simeone.
""Mereka pantas menang dan saya ingin memberikan selamat untuk mereka [Arsenal].""
Atletico bisa menahan imbang Arsenal di babak pertama. Di babak kedua, gawang Atletico empat kali dibobol The Gunners melalui Gabriel Magalhaes pada menit ke-57, Gabriel Martinelli (64'), Viktor Gyokeres (67' dan 70').
Simeone menilai awalnya Atletico bisa memberikan perlawanan kepada Arsenal. Namun situasi permainan berubah memasuki 30 menit terakhir pertandingan.
""Saya pikir kami bertanding dengan sangat baik sejak awal. Sejak menit ke-60, mereka adalah tim yang lebih baik dan pantas menang,"" katanya.
Kekalahan dari Arsenal membuat Atletico menempati posisi ke-18 klasemen Liga Champions. Sementara itu, Arsenal menempati posisi ketiga di bawah Paris Saint-Germain dan Inter Milan yang sama-sama mengoleksi sembilan poin.",https://akcdn.detik.net.id/visual/2022/05/09/soccer-spain-atm-madreport-1_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 22:53 WIB",CNN Indonesia
"Alex Pastoor Podcast Pakai Batik, Buka-bukaan Apa Lagi?","Mantan asisten pelatih Timnas Indonesia Alex Pastoor memakai kemeja batik dalam sebuah acara siniar atau podcast.
Hal tersebut ia bagikan melalui media sosial Instagram pribadinya pada Rabu (22/10). Tidak ada keterangan apa yang dibicarakan dalam siniar tersebut.
""Dialog indah kami berlanjut,"" tulis Pastoor dalam keterangan unggahannya yang berisikan empat foto dan diunggah secara bersamaan oleh tiga akun lainnya.
Sebelumnya, Pastoor sempat menghadiri siniar lainnya. Dalam siniar tersebut Pastoor membagikan kisah dan pengalamannya saat menangani Timnas Indonesia.
Pasto mengungkapkan tiga target utama yang disepakati bersama PSSI sebelum berakhirnya kontrak kerja sama dengan tim pelatih asal Belanda yang dikomandoi Patrick Kluivert.
Target pertama yang diungkap Pastoor adalah ambisi besar Indonesia untuk tampil di Piala Dunia, walaupun menurutnya hal itu bukan perkara mudah.
Target kedua pengembangan tim usia muda Indonesia. Rencananya, Gerald Vanenburg sebagai pelatih Indonesia U-23 dan Frank Van Kempen sebagai pelatih Indonesia U-20.
Adapun target yang ketiga bersifat jangka panjang, yaitu meningkatkan kualitas pemain kompetitif di Indonesia. Ini berkaitan dengan road map atau peta jalan sepak bola Indonesia.",https://akcdn.detik.net.id/visual/2025/03/24/latihan-timnas-indonesia-1742783295001_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 22:30 WIB",CNN Indonesia
Hashimoto Hattrick Juara All Around Putra Kejuaraan Dunia Senam,"Daiki Hashimoto hattrick medali emas all around individual putra Kejuaraan Dunia Senam 2025 usai menjadi yang terbaik di Indonesia Arena, Rabu (22/10) malam.
Peraih medali emas nomor all around individual putra Olimpiade 2020 ini jadi yang terbaik dalam kejuaraan dunia senam 2022, 2023, dan terbaru edisi 2025.
Atlet 24 tahun ini meraih 14.000 poin senam lantai, 13.966 poin pelana kuda, 13.566 poin cincin, 14.466 poin meja lompat, 14.433 palang sejajar, dan 14.700 palang tunggal.
Total poin yang dikumpulkan pemuda kelahiran Narita, 7 Agustus 2001 ini adalah 85.131. Namun, total poin ini menurun dibandingkan total poin pada 2023.
Dalam Kejuaraan Dunia Senam 2023 di Belgia, total poin yang dikumpulkan Hashimoto adalah 86.132 poin. Adapun pada 2022 nilainya lebih tinggi lagi, 87.198 poin.
Adapun peringkat kedua atau perak diraih atlet China Zhang Boheng (84.333) dan peringkat ketiga atau peraih medali perunggu jadi milik atlet asal Swiss Noe Seifert (82.831).
Hashimoto begitu puas dengan pencapaian di Jakarta. Pasalnya, prestasi tersebut mengobati kegagalannya meraih medali emas dalam Olimpiade Paris 2024.
""Saya sangat senang bisa memenangkan Kejuaraan Dunia hari ini, terutama karena saya tidak bisa memenangkan medali emas individu di Paris tahun lalu,"" ujar Hashimoto kepada wartawan dikutip dari Olympics.
""Pertarungannya sangat ketat dan sengit hingga akhir, tapi saya percaya diri dan mampu tetap fokus pada performa saya. Saya rasa keyakinan pada diri sendiri itulah yang membawa saya pada hasil akhir, dan ketika saya berhasil mencapai target yang tinggi di akhir, rasanya luar biasa,"" tutur Hashimoto menambahkan.
Suasana di Indonesia Arena terbilang meriah dalam partai final all around individual putra ini. Jumlah penonton lebih banyak dibanding fase-fase kualifikasi.",https://akcdn.detik.net.id/visual/2025/10/22/gymnastics-world-1761143976329_169.jpeg?w=650&q=90,olahraga lain,"Rabu, 22 Okt 2025 22:00 WIB",CNN Indonesia
"Janice Tjen Melesat di Peringkat WTA, Tembus 80 Besar Dunia","Petenis putri Indonesia Janice Tjen berhasil menembus peringkat 80 besar dunia WTA dalam pembaruan ranking terbaru, Rabu (22/10).
Sebagaimana tercantum pada laman resmi WTA Tennis, Janice berada di urutan ke-80. Ini peningkatan tajam, sebab pada 2024 berada pada peringkat ke-412.
Pencapaian ini tak lepas dari pencapaian Janice selama 2025 yang sangat impresif. Terbaru, Janice juara Jinan Terbuka 2025 yang merupakan kelas 125 WTA.
Saat tampil dalam ajang ini posisi Janice berada di urutan ke-102 dunia. Setelah itu posisinya kembali terkatrol dengan masuk 100 besar dunia, yakni peringkat ke-98.
Sebelum itu dara 23 tahun ini terhenti pada babak 32 besar Suzhou Terbuka 2025. Adapun pada ajang China Terbuka 2025, pencapaian Janice hanya berada di posisi 128 besar.
Pada awal September, Janice menembus babak final SP Terbuka 2025 di Brasil. Sedangkan dalam turnamen US Terbuka 2025, langkah Janice terhenti di babak 64 besar.
Kesuksesan Janice menembus babak 64 besar US Terbuka 2025 membuat posisinya naik cukup tajam. Dari awalnya berada di urutan ke-195 menembus ke-149.
Sebelum itu, pada Agustus, Janice mencapai babak final WTT Women 100 2025 di Pennsylvania, Amerika Serikat. Hasil ini membuat Janice keluar masuk posisi 200 besar dunia.",https://akcdn.detik.net.id/visual/2025/08/25/janice-tjen-1756065076345_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 21:32 WIB",CNN Indonesia
Rahasia Jonatan Menang di French Open setelah Juara Denmark Open,"Jonatan Christie menang atas Kenta Nishimoto dalam pertandingan babak pertama French Open 2025, Rabu (22/10), yang hanya berjarak tiga hari setelah jadi juara Denmark Open 2025.
Jonatan menang 21-18 dan 21-12 atas Nishimoto dalam laga yang berlangsung 44 menit. Pada gim pertama, atlet tunggal putra terbaik Indonesia itu sempat tertinggal beberapa kali sebelum bangkit pada paruh kedua. Jonatan kemudian tampil dominan pada gim kedua.
Penghuni peringkat lima dunia di sektor tunggal putra itu tidak memiliki banyak waktu untuk beradaptasi dengan kondisi di Glaz Arena, Cesson-Sevigne, Prancis.
""Kondisi setelah final, saya baru sampai hari Senin di Perancis terus juga agak malam dan Selasa baru persiapan dan untuk permainan hari ini semuanya masih banyak penyesuaian dari lapangan, lampu, dan shuttlecock, tapi yang perlu ditambahin lagi ya recovery-nya karena minggu lalu mainnya panjang rubber-rubber terus,"" ucap Jonatan dikutip dari rilis PBSI.
""Keadaan lapangan di Perancis agak beda dengan di Denmark. Shuttlecock-nya lebih lambat, tidak ada angin dan perlu adaptasi lagi karena pastinya akan berpengaruh ke strategi saya,"" jelasnya.
Lantaran belum melakukan pemulihan secara total, Jonatan pun menyesuaikan gaya main saat melawan Nishimoto dengan keadaan fisiknya.
""Permainan hari ini saya lebih fokus untuk tarik panjang dulu karena menurut saya fisiknya sudah tidak terlalu tahan jadi saya lebih mengajak untuk mengadu banyak pukulan sambil kalau ada kesempatan baik baru menyerang,"" tutur Jonatan.
Atlet jebolan PB Tangkas itu mengakui gelar juara Denmark Open 2025 punya arti penting dalam meraih kesuksesan dalam laga-laga selanjutnya.
""Pasti dengan saya juara di Denmark Open, percaya diri nya pasti lebih bertambah dan itu menjadi modal bagus buat pertandingan-pertandingan saya ke depannya dan semoga saya tetap bisa me-manage permainannya, pikiran dan recovery badannya,"" terang Jonatan.
Pada babak kedua atau babak 16 besar, Jonatan akan bertemu dengan Koki Watanabe yang mengalahkan Ayush Shetty pada babak pertama.
Jika bisa meraih gelar juara, maka Jonatan akan mengulang kesuksesan pada dua tahun lalu ketika menjadi kampiun di ajang level Super 750 tersebut.",https://akcdn.detik.net.id/visual/2025/10/18/jonatan-christie-1760746594339_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 20:51 WIB",CNN Indonesia
5 Fakta Menarik Jelang Eintracht Frankfurt vs Liverpool,"Liverpool akan menghadapi tuan rumah Eintracht Frankfurt dalam laga Liga Champions, Kamis (22/10) dini hari WIB. Berikut fakta menarik laga tersebut.
Liverpool sedang dalam kondisi terpuruk. Dalam empat laga terakhir di seluruh kompetisi, Liverpool selalu kalah.
Hal tersebut sekaligus melunturkan start apik Liverpool di musim ini. Dalam kondisi tersebut, Frankfurt bakal berdiri mengadang.
Berikut fakta menarik jelang duel Frakfurt vs Liverpool:
1. Hugo Ekitike mencetak 26 gol dalam 64 laga untuk Eintracht Frankfurt di seluruh kompetisi yang ia mainkan.
2. Gol berikutnya yang dicetak pemain Liverpool di ajang Liga Champions bakal jadi gol ke-300 dalam partai tandang di kompetisi Eropa.
3. Liverpool dan Frankfurt hanya pernah bentrok dalam satu kali kesempatan yaitu di babak pertama Piala UEFA 1972/1973 yang berlangsung dalam format dua leg. Pada laga kandang, Liverpool menang 2-0 dan pada laga tandang, skor imbang 0-0.
4. Frankfurt mencatat hasil unik di dua laga awal Liga Champions. Mereka menang 5-1 atas Galatasaray di laga pertama dan kemudian kalah 1-5 dari Atletico Madrid pada laga kedua.
5. Liverpool tidak pernah kalah dalam 14 laga terakhir melawan tim Jerman. Tim Jerman terakhir yang mampu mengalahkan Liverpool adalah Bayer Leverkusen pada 2002.",https://akcdn.detik.net.id/visual/2025/10/20/liverpool-vs-manchester-united-1760934335919_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 20:24 WIB",CNN Indonesia
"Iri dengan Indonesia, Pelatih Malaysia Protes Hasil Drawing SEA Games","Pelatih Timnas Malaysia Putri Joel Cornelli protes karena timnya masuk 'grup neraka' pada SEA Games 2025.
Hasil drawing cabang sepak bola putri SEA Games 2025 tuntas digelar pada Minggu (19/10) siang WIB.
Dalam drawing yang digelar di Bangkok, Indonesia berada di Grup A bersama tuan rumah Thailand, Kamboja, dan Singapura.
Sementara Grup B dihuni Vietnam, Myanmar, Filipina dan Malaysia. Menurut Cornelli, grup yang ditempati Malaysia kali ini tergolong 'grup neraka'.
Itu karena berdasarkan peringkat dunia Vietnam, Myanmar, dan Filipina masing-masing berada di peringkat 37, 39, dan 56 FIFA.
""Di grup lain, hanya Thailand yang memiliki peringkat tinggi, sementara tim lain seperti Kamboja, Indonesia, dan Singapura berada di posisi yang jauh lebih rendah. Jadi, saya rasa pembagian grup kali ini agak tidak seimbang,"" ucap Cornelli dikutip dari Harimau Malaya.com.
Meski demikian, Cornelli tetap optimistis dan menegaskan bahwa Malaysia akan berjuang keras untuk mengamankan tempat di semifinal.
""Fokus kami saat ini adalah menyempurnakan aspek teknis dan mental para pemain. Kami juga akan bermain dalam dua pertandingan persahabatan melawan Hong Kong sebagai bagian dari persiapan penting kami untuk SEA Games,"" ucap Cornelli menambahkan.
Seluruh pertandingan sepak bola putri SEA Games 2025 akan digelar di dua tempat, yakni Stadion Chonburi dan Kampus Chonburi.
Dua tim terbaik dari masing-masing grup berhak melaju ke semifinal.Kemudian dua timpemenang di semifinal bakal berlaga di partai puncak untuk menentukan medali emas.
Vietnam masih menjadi penguasa sepak bola wanita di ajang ini dengan koleksi delapan medali emas. Sementara Thailand berada di posisi kedua dengan lima emas.
Timnas Putri Indonesia tak ikut ambil bagian di edisi sebelumnya. Setelah membangun kekuatan dalam dua tahun terakhir, Garuda Pertiwi siap membuat kejutan.
Grup AThailandKambojaSingapuraIndonesia
Grup BVietnamMyanmarFilipinaMalaysia",https://akcdn.detik.net.id/visual/2024/11/27/soccer-5_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 19:57 WIB",CNN Indonesia
Alasan PBSI Degradasi 6 Pemain dari Pelatnas,"PBSI menetapkan degradasi enam atlet pelatihan nasional (pelatnas) Cipayung dengan dilatari beragam alasan.
Kepala Bidang Pembinaan dan Prestasi PP PBSI, Eng Hian, menyebut evaluasi rutin selalu digelar. Dari evaluasi rutin ini kemudian ditetapkan siapa yang bertahan dan terpaksa terdegradasi.
""Kami telah melakukan evaluasi rutin terhadap seluruh atlet pelatnas berdasarkan aspek performa, progres latihan dan pencapaian KPI (Key Performance Indicators Achievement) yang ditetapkan,"" kata Eng Hian dalam rilis PBSI.
""Berdasarkan hasil evaluasi tersebut, per tanggal 17 Oktober 2025, kami memutuskan untuk melakukan penyesuaian komposisi atlet pelatnas dan melakukan degradasi terhadap beberapa nama atlet.""
Enam atlet yang terdegradasi tersebut adalah Jessica Maya Rismawardani, Zaidan Arrafi Awal Nabawi, Deswanti Hujansih Nurtertiati, Jonathan Farrell Gosal, Muhammad Al Farizi, dan Patra Harapan Rindorindo.
Sementara Muhammad Reza Al Fajri dari PB Exist mengundurkan diri dari Pelatnas PBSI.
Eng Hian menjelaskan, degradasi ini dilakukan semata-mata sebagai proses pembinaan. Dengan degradasi ini diharapkan para atlet terus mengembangkan diri.
""Keputusan ini merupakan bagian dari proses pembinaan yang berkelanjutan dan objektif, dengan tujuan menjaga kualitas dan efektivitas program pelatnas,"" kata Eng Hian.
""Kami juga ingin menegaskan bahwa degradasi bukan merupakan akhir dari perjalanan seorang atlet. PBSI tetap memberikan ruang bagi setiap atlet untuk berkembang di luar pelatnas.""
Tak lupa pula PBSI mengucapkan terima kasih kepada atlet yang telah berjuang di Pelatnas. Menurut Eng Hian, mereka ini masih punya kans sukses di luar Pelatnas Cipayung.
""Kami menyampaikan terima kasih kepada para atlet yang terdampak atas dedikasi, kerja keras, dan kontribusi mereka selama berada di pelatnas,"" kata Eng Hian.
""PBSI akan terus menjalankan program pembinaan dengan prinsip transparansi, meritokrasi, dan orientasi prestasi, demi mengantarkan bulu tangkis Indonesia tetap berjaya.""",https://akcdn.detik.net.id/visual/2025/04/21/simulasi-dan-pelepasan-tim-sudirman-cup-2025-1745229904919_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 19:30 WIB",CNN Indonesia
Madrid vs Juventus: Mbappe Lewati Rekor Inzaghi dan Ronaldo?,"Striker Real Madrid, Kylian Mbappe punya kesempatan untuk memecahkan rekor gol terbanyak dalam tiga laga awal Liga Champions yang saat ini dipegang oleh Filippo Inzaghi dan Cristiano Ronaldo, jelang duel lawan Juentus, Kamis (23/10) dini hari WIB.
Mbappe sudah mencetak lima gol dalam dua laga awal Liga Champions. Mbappe menorehkan dua gol ke gawang Marseille dan hattrick ke gawang Kairat.
Catatan lima gol dalam dua laga awal itu membuka peluang bagi Mbappe untuk memecahkan rekor yang sulit dipecahkan. Rekor tersebut adalah rekor gol terbanyak dalam tiga laga awal Liga Champions.
Saat ini, rekor tersebut dipegang oleh Inzaghi semasa membela AC Milan di 2002/2003 dan Cristiano Ronaldo ketika berkostum Real Madrid di 2013/2014. Dalam tiga laga awal Liga Champions, Inzaghi dan Ronaldo mencetak tujuh gol.
Menariknya, baik Inzaghi maupun Ronaldo, sama-sama mengakhiri musim dengan membawa timnya juara Liga Champions. AC Milan juara Liga Champions 2002/2003 usai mengalahkan Juventus sedangkan Madrid mengangkat trofi liga Champions 2013/2014 setelah menaklukkan Atletico Madrid.
Dari gambaran yang ada, Mbappe punya misi yang berat untuk bisa memecahkan rekor tersebut. Pasalnya, ia butuh hattrick untuk bisa berdiri sendirian sebagai pemegang rekor.
Belum lagi lawan yang harus dihadapi adalah Juventus. Meski tidak tampil fenomenal di awal musim ini, sebagai tim besar Juventus selalu punya potensi untuk menunjukkan kekuatan mereka di level terbaik.
Juventus dan Madrid sama-sama belum terkalahkan di Liga Champions musim ini. Bedanya, Juventus hanya mengoleksi dua poin hasil dua kali imbang sedangkan Real Madrid mencatat enam poin hasil dua kali menang.",https://akcdn.detik.net.id/visual/2025/09/20/real-madrid-vs-espanyol-1758384686199_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 19:02 WIB",CNN Indonesia
Anthony Hudson Ditunjuk Jadi Pelatih Interim Timnas Thailand,"Direktur Teknik Federasi Sepak Bola Thailand (FAT), Anthony Hudson ditunjuk sebagai pelatih interim timnas Thailand.
Hal itu diketahui dari unggahan ASEAN United FC, Rabu (22/10). Hudson akan mengisi sementara kursi pelatih Thailand yang lowong setelah Masatada Ishii dipecat.
""Anthony Hudson telah ditunjuk sebagai pelatih sementara timnas Thailand,"" tulis ASEAN United.
Hudson bukan sosok yang asing. Ia menjabat sebagai Dirtek Thailand sejak ditunjuk pada 4 Juni 2025.
Hudson tergolong pelatih muda. Pria kelahiran Seattle, Amerika Serikat itu baru berusia 44 tahun.
Hudson tercatat pernah menukangi timnas Bahrain dan Selandia baru. Ia juga pernah menukangi klub Thailand, BG Pathum United.
Sebelumnya Ishii sudah lebih dulu didepak dari posisi pelatih Thailand. FAT tidak puas dengan kinerja pelatih asal Jepang itu.
""FAT mengumumkan telah berpisah dengan pelatih kepala tim nasional Thailand, Masatada Ishii, setelah menilai orientasi kerja dan gaya kepelatihannya tidak lagi sesuai dengan rencana Federasi,"" tulis pihak FAT pada Selasa (21/10).
Keputusan untuk memberhentikan Ishii diambil FAT setelah melakukan pertemuan dengan pelatih terbaik Liga Jepang 2016 itu pada Selasa (21/10). FAT menyebut memiliki perbedaan filosofi dengan Ishii.
Dua tahun melatih timnas Thailand, Ishii mempersembahkan gelar King's Cup 2024 dan menjadi runner-up Piala AFF 2024.",https://akcdn.detik.net.id/visual/2025/10/22/anthony-hudson-1761131840630_169.png?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 18:32 WIB",CNN Indonesia
